tree_id,boxlabel,species,robinia,precipitation,culture,metric,value
553,b3-p6-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.6770186335403727
556,b3-p6-c2,fagus,without robinia,control,mono,Root biomass (g),34.30000000000001
556,b3-p6-c2,fagus,without robinia,control,mono,Shoot biomass (g),41.5
556,b3-p6-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.8265060240963858
557,b3-p6-c2,fagus,without robinia,control,mono,Root biomass (g),46.8
557,b3-p6-c2,fagus,without robinia,control,mono,Shoot biomass (g),55.9
557,b3-p6-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.8372093023255813
560,b3-p6-c2,fagus,without robinia,control,mono,Root biomass (g),90.8
560,b3-p6-c2,fagus,without robinia,control,mono,Shoot biomass (g),154.70000000000002
560,b3-p6-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.5869424692954104
361,b2-p6-c2,fagus,without robinia,drought,mixed,Root biomass (g),74.60000000000001
361,b2-p6-c2,fagus,without robinia,drought,mixed,Shoot biomass (g),99.10000000000001
361,b2-p6-c2,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.7527749747729566
364,b2-p6-c2,fagus,without robinia,drought,mixed,Root biomass (g),32.400000000000006
364,b2-p6-c2,fagus,without robinia,drought,mixed,Shoot biomass (g),55.20000000000001
364,b2-p6-c2,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.5869565217391304
365,b2-p6-c2,fagus,without robinia,drought,mixed,Root biomass (g),15.600000000000001
365,b2-p6-c2,fagus,without robinia,drought,mixed,Shoot biomass (g),18.5
365,b2-p6-c2,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.8432432432432433
368,b2-p6-c2,fagus,without robinia,drought,mixed,Root biomass (g),68.9
368,b2-p6-c2,fagus,without robinia,drought,mixed,Shoot biomass (g),58.4
368,b2-p6-c2,fagus,without robinia,drought,mixed,Root:shoot biomass (-),1.1797945205479454
433,b3-p2-c3,fagus,without robinia,drought,mixed,Root biomass (g),61.400000000000006
433,b3-p2-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),64.4
433,b3-p2-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.953416149068323
436,b3-p2-c3,fagus,without robinia,drought,mixed,Root biomass (g),60.7
436,b3-p2-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),74.30000000000001
436,b3-p2-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.8169582772543741
437,b3-p2-c3,fagus,without robinia,drought,mixed,Root biomass (g),39.900000000000006
437,b3-p2-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),56.4
437,b3-p2-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.7074468085106385
440,b3-p2-c3,fagus,without robinia,drought,mixed,Root biomass (g),63.2
440,b3-p2-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),81.5
440,b3-p2-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.7754601226993866
305,b2-p4-c3,fagus,without robinia,drought,mono,Root biomass (g),32.900000000000006
305,b2-p4-c3,fagus,without robinia,drought,mono,Shoot biomass (g),30.1
305,b2-p4-c3,fagus,without robinia,drought,mono,Root:shoot biomass (-),1.0930232558139537
308,b2-p4-c3,fagus,without robinia,drought,mono,Root biomass (g),37.30000000000001
308,b2-p4-c3,fagus,without robinia,drought,mono,Shoot biomass (g),63.6
308,b2-p4-c3,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.5864779874213838
309,b2-p4-c3,fagus,without robinia,drought,mono,Root biomass (g),54.5
309,b2-p4-c3,fagus,without robinia,drought,mono,Shoot biomass (g),35.80000000000001
309,b2-p4-c3,fagus,without robinia,drought,mono,Root:shoot biomass (-),1.5223463687150833
312,b2-p4-c3,fagus,without robinia,drought,mono,Root biomass (g),50
312,b2-p4-c3,fagus,without robinia,drought,mono,Shoot biomass (g),52.6
312,b2-p4-c3,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.9505703422053232
417,b3-p2-c1,fagus,without robinia,drought,mono,Root biomass (g),54.10000000000001
417,b3-p2-c1,fagus,without robinia,drought,mono,Shoot biomass (g),55.70000000000001
417,b3-p2-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.9712746858168761
420,b3-p2-c1,fagus,without robinia,drought,mono,Root biomass (g),29.099999999999994
420,b3-p2-c1,fagus,without robinia,drought,mono,Shoot biomass (g),38.5
420,b3-p2-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.7558441558441557
421,b3-p2-c1,fagus,without robinia,drought,mono,Root biomass (g),53
421,b3-p2-c1,fagus,without robinia,drought,mono,Shoot biomass (g),66.2
421,b3-p2-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.8006042296072508
424,b3-p2-c1,fagus,without robinia,drought,mono,Root biomass (g),32.2
424,b3-p2-c1,fagus,without robinia,drought,mono,Shoot biomass (g),36.30000000000001
424,b3-p2-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.8870523415977959
